'filename','chroma_stft','spectral_centroid','spectral_bandwidth','rolloff','zero_crossing_rate','mfcc1','mfcc2','mfcc3','mfcc4','mfcc5','mfcc6','mfcc7','mfcc8','mfcc9','mfcc10','mfcc11','mfcc12','mfcc13','mfcc14','mfcc15','mfcc16','mfcc17','mfcc18','mfcc19','mfcc20','label',,,,,,
'data/fma_small/069/069197.mp3',0.285369753837585,1608.36675909313,2170.57185209923,3538.88375283762,0.058291498623454,-204.58024597168,128.770431518555,14.6743955612183,5.76954174041748,3.78995561599731,8.20985507965088,-0.877980709075928,-2.24199962615967,5.31055879592896,22.482048034668,13.3998441696167,3.42433786392212,-9.14377689361572,-3.4191882610321,-1.02159857749939,8.71592330932617,9.57527351379395,15.6655511856079,6.57652187347412,12.3703355789185,'Electronic',,,,,,
'data/fma_small/069/069792.mp3',0.294898390769958,2572.74584601821,2540.55734921876,5591.1028477287,0.10673171548976,-124.687042236328,78.3797607421875,-16.1158885955811,3.13901448249817,-15.7848453521729,12.604567527771,-14.1831502914429,6.74631690979004,-3.45793008804321,-5.25961256027222,-24.1284999847412,0.466140121221542,-6.21388959884644,-11.4749717712402,-11.1508455276489,-14.1992816925049,-23.7637519836426,-6.24009418487549,-15.007664680481,-5.34857988357544,'Experimental',,,,,,
'data/fma_small/069/069211.mp3',0.519511759281158,2460.12000302241,2830.59407606556,5809.75471980052,0.074220636712713,-48.8038864135742,81.7788848876953,23.0545768737793,28.6177673339844,10.6608533859253,18.2157611846924,4.61751365661621,10.697678565979,3.77052736282349,7.33049631118774,-0.970205008983612,5.04499530792236,0.987790882587433,8.9120626449585,2.48220539093018,8.38596057891846,0.34003946185112,6.39806985855103,-0.955920517444611,3.91522407531738,'Electronic',,,,,,
'data/fma_small/069/069823.mp3',0.424880713224411,1717.34518226522,2361.87278571115,3765.94572487674,0.062427871833913,-91.8005981445313,108.289978027344,20.5961399078369,20.5131359100342,9.00711536407471,8.05408191680908,4.63423156738281,9.92336273193359,-5.43632078170776,1.6917200088501,-9.77762508392334,-0.69403338432312,-6.42055177688599,2.12214612960815,-5.28083038330078,5.96134996414185,-4.67292547225952,4.72038841247559,1.94899022579193,4.93131828308106,'HipHop',,,,,,
'data/fma_small/069/069828.mp3',0.466621577739716,2202.62309423573,2567.66308135973,5054.12422056265,0.075068049714811,-22.6775856018066,94.979133605957,4.99810934066772,24.6672229766846,10.130895614624,13.4163618087769,4.72268915176392,11.6660032272339,3.98167181015015,9.85155868530273,0.501024186611176,6.96213006973267,-1.53847694396973,4.74955797195435,0.649872303009033,6.94945430755615,-2.98814630508423,2.79809713363647,-0.624659299850464,4.00676488876343,'HipHop',,,,,,
'data/fma_small/069/069210.mp3',0.564672350883484,2255.32391233702,2679.17766265413,5367.69170510529,0.044254356042311,-87.2181549072266,78.8024291992187,20.7053756713867,38.9292297363281,7.06902503967285,20.4540557861328,4.80137062072754,16.2728881835938,5.52449083328247,11.6383838653564,3.61123871803284,9.48102760314941,3.75118899345398,8.71476364135742,-0.873250842094421,2.35810899734497,-4.44285535812378,4.51213598251343,3.48811531066895,13.4940547943115,'ElectroHouse',,,,,,
'data/fma_small/069/069785.mp3',0.415108859539032,2073.29673518204,2426.31169699165,4784.19847915862,0.07229279366306,-119.529197692871,101.300605773926,13.6847496032715,31.132474899292,3.82356095314026,29.8847694396973,-12.2716083526611,17.6189994812012,-6.00040006637573,-0.444692134857178,0.682009756565094,3.1134397983551,-1.06902611255646,-0.18740326166153,0.005379772745073,1.7637414932251,-5.24178600311279,5.55560922622681,4.31321811676025,4.3654465675354,'Experimental',,,,,,
'data/fma_small/069/069182.mp3',0.424766540527344,465.356738424739,814.994931431419,933.713327925609,0.017788089713844,-324.380493164062,190.950408935547,71.4196395874023,39.8335723876953,27.085880279541,22.9169921875,13.7017879486084,1.0287652015686,-4.23172569274902,7.77015972137451,10.5495252609253,6.43751287460327,-1.73925983905792,-3.22145390510559,-2.24430513381958,-1.53897643089294,-3.48669743537903,1.91050064563751,6.11143779754639,5.97477006912231,'Pop',,,,,,
'data/fma_small/069/069196.mp3',0.605939924716949,2022.05003402433,2349.36897505839,4578.70948473121,0.057618319527628,-147.487762451172,82.6891021728516,24.3447875976562,34.9694137573242,9.66268920898438,18.5682201385498,4.58714962005615,12.9455556869507,8.02177906036377,11.2431306838989,3.24168252944946,10.5029706954956,2.40339612960815,7.08034324645996,3.27853536605835,5.46157121658325,0.915100753307342,6.87607526779175,0.222659930586815,5.14823055267334,'ElectroHouse',,,,,,
'data/fma_small/069/069781.mp3',0.383158981800079,2192.7199665314,2320.49077313326,4450.74488380946,0.101528512906032,-62.8438224792481,93.2483978271484,-4.91707849502564,48.067569732666,11.1512002944946,2.4134213924408,0.747700572013855,9.26938343048096,-4.59516429901123,2.39237976074219,-2.89042568206787,0.13780577480793,-7.08445262908936,-3.75494313240051,-6.075927734375,-1.87727415561676,-8.46763515472412,-4.13707590103149,-4.58613061904907,0.001689913799055,'Rock',,,,,,
'data/fma_small/069/069188.mp3',0.377628117799759,994.118445861879,1454.7130616553,1891.65775449536,0.039730912848028,-216.525085449219,168.075378417969,-3.64745450019836,30.0658416748047,12.9195442199707,6.63342046737671,0.044170878827572,2.30464792251587,-4.08060073852539,-5.52793121337891,-3.83583807945251,6.15353441238403,-1.6739913225174,-3.49544358253479,-3.66964507102966,1.28635096549988,-6.58249807357788,-3.23859882354736,-0.037207063287497,-7.25773477554321,'Pop',,,,,,
'data/fma_small/069/069170.mp3',0.477229207754135,2780.17589997419,2994.53134962055,6604.11192055279,0.112889568440881,-82.43505859375,68.6429138183594,16.5100002288818,23.2845001220703,10.4174013137817,7.42480850219727,2.82327485084534,2.75467252731323,-3.39988875389099,4.24035835266113,-6.78705883026123,1.15003669261932,0.615904092788696,8.94086170196533,2.73157620429993,5.56841468811035,0.421089559793472,5.11164474487305,-0.515856623649597,6.59273862838745,'Electronic',,,,,,
'data/fma_small/069/069767.mp3',0.255158692598343,856.241148296265,1384.66968799267,1400.01625715995,0.034630960581013,-266.641357421875,171.999969482422,12.8613700866699,10.6963710784912,17.3915042877197,2.00511360168457,-4.9078049659729,-0.462037831544876,-11.7331380844116,-10.2017698287964,-19.8201923370361,-15.016450881958,-5.70716142654419,-7.43788957595825,-14.2742185592651,-6.61775493621826,-3.82517576217651,-7.01915502548218,-20.3565254211426,-15.0777206420898,'Folk',,,,,,
'data/fma_small/069/069784.mp3',0.261320024728775,1526.79013817057,2190.14912620715,3377.9567072397,0.056217674497293,-114.867095947266,125.022552490234,22.1227741241455,17.9294948577881,-2.64093542098999,20.2405014038086,-2.99876666069031,16.7388706207275,0.21657133102417,1.27754545211792,0.970894396305084,12.9405574798584,2.78878951072693,4.66392326354981,-6.09154605865479,1.69025015830994,-12.409836769104,5.65962076187134,1.57568347454071,8.39060878753662,'Experimental',,,,,,
'data/fma_small/069/069830.mp3',0.376976519823074,1615.53232325224,2054.67658063912,3437.4081170909,0.055333887775309,-180.697067260742,105.709907531738,13.749828338623,30.3719367980957,-1.96378648281097,9.15544700622559,-3.28110575675964,1.87341284751892,-1.94344806671143,5.34486198425293,2.74415445327759,3.99865436553955,-5.62338256835938,1.81628119945526,-2.57040905952454,-0.032326228916645,-0.278192579746246,4.38309383392334,2.11475706100464,-2.25344014167786,'HipHop',,,,,,
'data/fma_small/069/069761.mp3',0.307312816381455,1171.2826859415,1498.18497594527,2210.54234338747,0.062657473535383,-181.742874145508,160.077575683594,-24.7819137573242,23.6462554931641,-9.31098079681397,-2.66970252990723,-7.65182256698608,-12.7991495132446,-7.17554569244385,1.28153705596924,-24.1145801544189,-8.8303804397583,-8.72925281524658,-7.87744331359863,-14.8235378265381,-6.35064268112183,-9.42032527923584,-5.88928174972534,-13.171275138855,-5.36704301834106,'Folk',,,,,,
'data/fma_small/069/069985.mp3',0.500157415866852,2763.49704357956,2452.53951130379,5388.08871311267,0.136353577557038,-69.0005645751953,46.9915046691895,-23.0742797851562,44.0427284240723,6.11937093734741,44.2875480651856,13.2671279907227,27.6495800018311,14.1024580001831,8.7946949005127,7.43295764923096,11.7137651443481,9.16850662231445,20.4288120269775,5.82876682281494,0.550820171833038,-10.8421907424927,-10.8945598602295,-6.0980806350708,3.10759711265564,'Electronic',,,,,,
'data/fma_small/069/069207.mp3',0.344799727201462,1309.49923233365,1558.22123941129,2700.37849343726,0.051788754588485,-133.655258178711,153.759613037109,-30.451545715332,29.1855926513672,-4.65366220474243,5.39368581771851,1.4653103351593,9.08532047271729,-0.266035914421082,4.62823915481567,-3.30456638336182,1.06867182254791,-1.51670444011688,3.86554718017578,-1.66082286834717,0.029386587440968,-2.55176305770874,2.37671566009521,0.454432874917984,-0.821815848350525,'Electronic',,,,,,
'data/fma_small/069/069205.mp3',0.516494989395142,2496.3732915949,2744.32232055253,5584.04714593195,0.078600074261012,-97.1204299926758,81.1194229125977,21.2015991210937,23.8007183074951,7.09842967987061,14.2275314331055,3.22289395332336,10.2064437866211,5.12647294998169,8.30259418487549,1.62999749183655,5.83243703842163,-1.77535510063171,3.42553901672363,-0.899390637874603,2.93416810035706,-1.29573237895966,3.85770487785339,-3.00061440467834,3.70597553253174,'ElectroHouse',,,,,,
'data/fma_small/069/069787.mp3',0.319079756736755,1549.49086333498,1887.84626576038,3187.73778240316,0.071424151130216,-118.525382995605,129.299468994141,-8.62119197845459,35.5757331848145,-0.054709386080504,19.7143459320068,-10.85826587677,1.86166524887085,-4.3106164932251,-0.439193695783615,-6.85302829742432,-1.81884241104126,-4.03912687301636,0.827062487602234,-5.48246335983276,1.86788749694824,-8.09512329101563,0.502060234546661,0.541700065135956,9.662353515625,'Experimental',,,,,,
'data/fma_small/069/069195.mp3',0.319793105125427,1247.27225000817,1294.04874926289,2394.5454380796,0.065368180665572,-174.649078369141,170.468200683594,-52.5691413879395,11.3287057876587,-7.50326347351074,-13.7380046844482,-13.8803071975708,-3.70790100097656,-9.8555965423584,1.25100147724152,2.44082760810852,6.42618703842163,-0.596623599529266,-2.44503355026245,-4.73454093933106,0.531971395015717,-1.98807036876678,-1.69027626514435,1.91873025894165,7.22744417190552,'Electronic',,,,,,
'data/fma_small/069/069209.mp3',0.408939152956009,1573.94512638397,1922.91232038361,3301.37477795099,0.070386893972351,-60.5991096496582,130.560516357422,-19.166410446167,37.4553642272949,-0.484872996807098,15.9148960113525,-2.32336640357971,9.31569671630859,-1.1715749502182,9.05534648895264,-4.59354019165039,5.11458110809326,-0.313391149044037,6.22883796691895,1.3497496843338,8.61015033721924,2.74867916107178,6.04642963409424,-0.74719649553299,6.55116891860962,'Electronic',,,,,,
'data/fma_small/069/069193.mp3',0.401857167482376,2821.47176647496,2868.69436341249,6409.26714762181,0.108447529969064,-21.9255619049072,73.9507217407227,11.6574096679688,22.0515937805176,0.623482644557953,17.1134452819824,4.13809490203857,12.3167715072632,-3.69404435157776,4.44848918914795,-3.28938961029053,6.67096853256226,-0.204018548130989,5.8580265045166,-1.69270396232605,4.63630533218384,-0.498953104019165,5.01081371307373,-2.51191210746765,2.0715548992157,'Electronic',,,,,,
'data/fma_small/069/069788.mp3',0.296706467866898,981.668843582589,1513.38787334978,1742.38252927422,0.032384791304138,-213.766265869141,151.040115356445,6.45128297805786,31.8750629425049,1.49947810173035,14.9067440032959,3.782550573349,3.84186625480652,-0.913695514202118,2.74705481529236,-2.57186317443848,-0.002473457949236,-6.41980695724487,0.344257920980453,-3.31000304222107,0.626789093017578,-5.49449872970581,-3.5119891166687,-3.80965566635132,2.52171325683594,'Experimental',,,,,,
'data/fma_small/069/069682.mp3',0.258629351854324,936.928282345247,1454.92441309513,1475.68223426624,0.038101798143852,-182.411331176758,178.532531738281,10.5734491348267,5.44153308868408,7.05768442153931,-7.93576002120972,-3.63780450820923,-5.85243988037109,-10.6193704605103,-11.6367521286011,-13.8467035293579,-7.16078329086304,-7.74580526351929,-3.22599792480469,-6.51371955871582,-1.22871696949005,-5.56279373168945,-0.982130527496338,-4.58399152755737,-2.00930833816528,'Experimental',,,,,,
'data/fma_small/069/069202.mp3',0.512860715389252,1917.39522303658,2336.96073430907,4212.90540938588,0.07079209565932,-59.199836730957,113.766845703125,-11.1917858123779,20.2217197418213,15.2241678237915,10.8127546310425,7.09112405776978,10.1206436157227,0.904554784297943,6.55325078964233,2.64690947532654,6.77878475189209,-1.05747139453888,2.50374555587769,-0.775459468364716,5.76860809326172,1.5476233959198,5.73309850692749,-2.91849064826965,1.79409980773926,'Electronic',,,,,,
'data/fma_small/069/069826.mp3',0.513755440711975,3177.84401625498,2958.95105237621,6789.92854779945,0.148883486199729,-38.3204078674316,73.2161026000977,17.1987400054932,0.365346670150757,15.7744770050049,20.4113941192627,2.96330046653748,9.73107147216797,-9.12647914886475,7.54807281494141,-3.66862773895264,6.89328670501709,-7.52814722061157,3.12943387031555,-3.52088809013367,8.83712959289551,-4.39295721054077,7.24584531784058,1.8685576915741,2.65421533584595,'HipHop',,,,,,
'data/fma_small/069/069203.mp3',0.340413212776184,1351.19017080843,1462.79081237248,2621.75068449937,0.078103114132535,-128.600921630859,151.804748535156,-40.5448417663574,19.9282112121582,1.94670224189758,14.8158578872681,-0.63931941986084,-0.053958851844072,-6.12408065795898,9.36722946166992,12.8892211914063,2.86912822723389,-11.4991970062256,-4.70000600814819,-4.94667053222656,-1.95279181003571,-2.87709140777588,-0.753790378570556,2.17429065704346,10.3779993057251,'Electronic',,,,,,
'data/fma_small/069/069204.mp3',0.480203479528427,1448.53790666156,1673.12748559535,3050.94512443808,0.058476683343001,-125.103973388672,139.191070556641,-33.1046676635742,24.7651290893555,6.85319375991821,17.6487674713135,11.1181964874268,6.67080497741699,2.05032920837402,7.58559370040894,2.21148133277893,9.4685583114624,3.58856987953186,9.37658023834229,6.59975004196167,7.25978851318359,-1.20368087291718,-0.074556924402714,-0.251117795705795,1.79180562496185,'Electronic',,,,,,
'data/fma_small/069/069181.mp3',0.313973248004913,975.189840077386,1498.65142663313,1670.87997117894,0.041135712732019,-195.355422973633,167.026809692383,17.0866374969482,37.9172134399414,-4.75479745864868,6.65236663818359,-8.1955099105835,1.82466173171997,-7.81268501281738,-2.87461948394775,8.86273002624512,-3.82945656776428,2.9723949432373,-7.95175933837891,-9.13089847564697,0.499302238225937,5.20886707305908,7.57435417175293,3.65518426895142,-4.06375741958618,'Pop',,,,,,
'data/fma_small/069/069206.mp3',0.303142875432968,1220.14909043954,1253.84003214094,2377.3788699971,0.059367522839327,-208.289932250977,157.714645385742,-16.783670425415,2.98494672775269,-4.59761047363281,-12.6299200057983,-13.7118844985962,-7.52491617202759,-7.88910531997681,-5.31346988677979,-5.03289365768433,-4.00076484680176,-7.13078594207764,-5.84693288803101,-6.14971542358398,-5.13170719146729,-6.29701089859009,-0.254131704568863,3.08423185348511,2.89785814285278,'ElectroHouse',,,,,,
'data/fma_small/069/069222.mp3',0.45994445681572,1799.93259853721,2200.84188216796,3868.50738879423,0.063325131114656,-63.0113487243652,114.608375549316,-10.549934387207,15.5155401229858,-0.015057037584484,14.410083770752,4.00127172470093,10.6164817810059,-0.54321300983429,6.36282348632813,-1.68513941764832,7.7875452041626,-1.84553456306458,3.92348909378052,-3.23841261863708,2.04785633087158,-3.6073682308197,1.3741854429245,-4.31455230712891,0.959525227546692,'Electronic',,,,,,
'data/fma_small/069/069825.mp3',0.434234261512756,1907.38250994718,2314.43756769547,4061.57979360872,0.073790843556801,-63.9059524536133,112.473022460938,9.17779731750488,20.505823135376,12.8209915161133,12.956787109375,0.104324460029602,9.67291164398193,0.584746718406677,10.9810981750488,-4.69069385528564,7.07482862472534,2.01508450508118,4.90941190719605,-0.239962846040726,9.56346797943115,-2.12405633926392,8.30608940124512,4.72480726242065,1.78250241279602,'HipHop',,,,,,
'data/fma_small/069/069827.mp3',0.442691475152969,2394.18406440818,2453.03644877638,5020.97218909993,0.108530130047334,-65.5314254760742,89.7925033569336,-0.593562841415405,23.542350769043,0.725184440612793,-2.96262884140015,-5.60012912750244,5.24255657196045,-11.6895666122437,3.31123328208923,-9.83716869354248,4.75168085098267,-4.01705980300903,-0.645778357982636,-2.70184111595154,5.79149341583252,-3.01561045646667,3.21636319160461,-3.85463738441467,0.824530243873596,'HipHop',,,,,,
'data/fma_small/069/069833.mp3',0.388808906078339,1745.50969331162,2216.19575367815,3776.25435034803,0.074187406346674,-101.48274230957,118.548988342285,19.1650772094727,29.5360717773437,-5.36014699935913,0.578444242477417,-8.71557807922363,-5.85499811172485,-5.82957792282105,-0.104388430714607,2.2903904914856,5.42285490036011,-1.59763062000275,3.57138848304749,-2.24111890792847,2.06476306915283,-1.72527348995209,2.63976883888245,4.55395555496216,12.4198637008667,'HipHop',,,,,,
'data/fma_small/069/069762.mp3',0.35251322388649,1481.91920004612,1812.10755355588,2996.04628135876,0.073590744030356,-194.558975219727,136.513488769531,-16.3287162780762,30.1932582855225,-1.92244482040405,15.0861005783081,1.8351423740387,-0.609136879444122,-7.29887866973877,2.09398412704468,-9.62179279327393,-4.81819725036621,-4.79079055786133,2.41394138336182,-8.33698558807373,-4.97299909591675,-6.53868055343628,0.972265005111694,-9.75726890563965,-8.47528171539307,'Folk',,,,,,
'data/fma_small/069/069764.mp3',0.336173951625824,1970.13425904578,1959.95545104549,3817.28068128263,0.114132815521075,-28.85546875,114.195198059082,-40.9338989257813,11.0153217315674,-1.0636545419693,14.1387062072754,-12.0592947006226,-2.31494450569153,-7.54488039016724,-2.11204719543457,-7.51303052902222,0.658336699008942,-7.19846057891846,2.93986654281616,-10.0223331451416,-0.211253628134727,-0.949440896511078,7.15630435943604,-1.52581715583801,5.52123594284058,'Folk',,,,,,
'data/fma_small/069/069200.mp3',0.413460373878479,1889.96089438376,2263.04607419846,4247.99010381448,0.054636558756762,-127.303428649902,96.6081924438477,-11.3062543869019,21.8595600128174,-0.920104146003723,7.18636274337769,-4.30892419815064,5.29384565353394,1.37566578388214,9.85963726043701,3.64779758453369,9.44934749603272,3.0920844078064,9.43008708953857,5.89142894744873,10.2207183837891,4.38045692443848,4.7732367515564,-3.50904488563538,-0.699200093746185,'Electronic',,,,,,
'data/fma_small/069/069789.mp3',0.283809214830399,1955.505363235,2495.17609086668,4682.18101979408,0.060658277141338,-138.820678710938,98.8049087524414,18.9426765441895,24.3304843902588,5.18048715591431,16.152135848999,-21.6385192871094,-5.99841403961182,-7.81809043884277,-6.91754961013794,-17.3230419158936,-6.61981964111328,-11.9556398391724,-4.35206127166748,-9.41731357574463,-0.633898735046387,-16.9355335235596,-12.900333404541,-13.544192314148,-4.97069692611694,'Experimental',,,,,,
'data/fma_small/069/069822.mp3',0.491697192192078,914.119917586321,1584.36590677789,1752.75946827908,0.030351170063756,-143.588684082031,160.353576660156,9.27680587768555,22.5167636871338,32.6229934692383,20.4579830169678,13.8771553039551,9.52949619293213,-3.52127528190613,10.6679601669312,-4.02956533432007,-1.23559534549713,-0.408503383398056,-1.36176061630249,-6.81817007064819,4.93724727630615,-2.84536242485046,3.48776817321777,4.59029722213745,4.35692024230957,'HipHop',,,,,,
'data/fma_small/069/069208.mp3',0.429469019174576,1996.26095586922,2016.50480925036,4129.15810727999,0.084869620604714,-160.197341918945,93.486946105957,-23.5526809692383,40.209903717041,-11.3999128341675,8.18896484375,-8.53864479064941,-2.78984498977661,-11.4588279724121,-2.45603156089783,-7.34040212631226,-7.1534948348999,-5.36313247680664,3.63081192970276,2.73429846763611,5.33180809020996,4.09319925308228,6.35831069946289,-0.584612667560577,-1.62344539165497,'ElectroHouse',,,,,,
'data/fma_small/069/069303.mp3',0.332060247659683,2159.38753606074,1904.50422317683,4046.44914386256,0.130690310926607,-138.389556884766,89.077033996582,-37.4851722717285,15.390570640564,-20.735933303833,5.16552305221558,-13.6425981521606,0.971742391586304,-10.3529424667358,-1.80657482147217,-11.1028184890747,-1.2548098564148,-1.88571858406067,-0.499478995800018,-1.92374074459076,-2.83214330673218,-7.29323673248291,-2.1753261089325,-4.88512134552002,0.458924531936646,'Experimental',,,,,,
'data/fma_small/069/069223.mp3',0.446210294961929,2393.76543162922,2509.3693518966,5074.02160313589,0.093979579177963,-28.6068687438965,82.1088256835938,-2.77902793884277,32.501277923584,13.1314935684204,26.5910987854004,8.22212696075439,13.9933023452759,-2.84732103347778,9.8914680480957,0.719980657100678,2.56405544281006,-4.97163867950439,2.80156993865967,-2.41938924789429,1.88808810710907,-3.61751461029053,4.30219602584839,0.647966742515564,3.84075379371643,'Electronic',,,,,,
'data/fma_small/034/034167.mp3',0.422908008098602,3225.27935680368,2649.7343445681,6280.46761709687,0.177875232622777,-104.676383972168,56.9871673583984,0.420685082674027,25.2425651550293,-8.29998779296875,8.87561225891113,-7.78167581558228,8.99443244934082,-9.60862731933594,-1.07574391365051,-6.40161275863647,4.41047096252441,-7.55105018615723,2.78268599510193,-2.05898523330688,0.718181192874908,-5.21571493148804,0.889656186103821,-3.96153450012207,1.48400509357452,'HipHop',,,,,,
